Col_0,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,source_file,Col_26,Col_27,Col_28,Col_29
동양생명,(무)우리WON하는미니상해보험,주계약,재해골절치료비 + 재해골절치료비 + 재해골절치료비,피보험자가 보험기간 중 발생한 재해를 직접적인 원인으로 재해골절(치아파절 제외) 상태가 되었을 때(발생1회당),10만원,10만원,"10,980 원","10,350 원",2.90 %,-,-,77.4 %,71.3 %,-,-,-,-,보험기간(1년 이하),순수보장,비갱신형,비유니버셜,대면채널 CM,2026-01-01,"1. 가입나이: 20세~70세 2. 보험기간: 1년만기 3. 상품형태: - 4. 보험료 예시기준: 보험가입금액 10만원, 40세, 1년만기, 일시납 5. 보험가격지수 예시 기준: 보험가입금액 10만원, 40세, 1년만기, 일시납",1577-1004,file_15.xls,,,,
동양생명,(무)우리WON하는mini교통재해보험,주계약,교통재해응급실내원진료비(응급) + 교통재해응급실내원진료비(응급) + 교통재해응급실내원진료비(응급),"피보험자가 보험기간 중 발생한 ""교통재해""를 직접적인 원인으로 ""응급환자""로 응급실에 내원하여 진료를 받았을 때 (내원 1회당)",10만원,"1,000만원","8,940 원","4,020 원",2.90 %,-,-,77.1 %,71.3 %,-,-,-,-,보험기간(1년 이하),순수보장,비갱신형,비유니버셜,대면채널 CM,2026-01-01,"1. 가입나이: 20세~70세 2. 보험기간: 1년만기 3. 상품형태: - 4. 보험료 예시기준: 보험가입금액 1,000만원, 40세, 1년만기, 일시납 5. 보험가격지수 예시 기준: 보험가입금액 1,000만원, 40세, 1년만기, 일시납",1577-1004,file_15.xls,,,,
동양생명,(무)엔젤상해보험,주계약,만기보험금 + 만기보험금 + 만기보험금,피보험자가 보험기간이 끝날 때까지 살아있을 때,이미 납입한 보험료의 100%,"5,000만원","135,000 원","66,000 원",3.00 %,-,-,108.3 %,95.8 %,-,-,-,-,보험기간(1년 초과),만기환급,비갱신형,비유니버셜,대면채널 방카슈랑스,2024-04-01,"1. 가입나이: 만15세~70세 2. 보험기간: 3·5·7·10·15·20년만기 3. 납입주기: 월납, 3개월납, 6개월납, 연납 4. 보험료 예시기준: 기본형, 가입금액 5,000만원, 40세, 비위험, 20년만기, 15년납, 월납 5. 보험가격지수 예시기준: 기본형, 가입금액 3,000만원, 40세, 비위험, 20년만기, 15년납, 월납",1577-1004,file_15.xls,,,,
메트라이프생명,무배당 고마워요 소방관보험,주계약,재해사망보험금 + 재해사망보험금 + 재해사망보험금,보험 기간 중 별표 3 (재해분류표)에서 정하는 재해 (이하 “재해”라 합니다)를 직접적인 원인 으로 하여 사망하였을 때,500 만원,500 만원,"15,450 원","10,200 원",2.30 %,-,-,109.7 %,143.5 %,-,-,-,-,보험기간(1년 이하),순수보장,비갱신형,비유니버셜,CM,2025-09-11,"1. 가입연령 : 20세 ~ 60세 2. 보험기간 및 납입기간 : 1년 만기 및 일시납 3. 보험가입금액 : 500 만원 4. 보험가격지수 예시 기준 : 1년만기, 일시납, 가입금액 500 만원, 40세 5. 보험료 예시 기준 : 가입금액 500 만원, 40세 남/여, 1년만기, 일시납",1588-9600,file_15.xls,,,,
메트라이프생명,무배당 메트라이프 mini 재해보험,주계약,재해사망보험금 + 재해사망보험금 + 재해사망보험금,보험 기간 중 별표 3 (재해분류표)에서 정하는 재해 (이하 “재해”라 합니다)를 직접적인 원인으로 하여 사망하였을 때,"1,000만원","1,000만원","14,700 원","9,000 원",2.30 %,-,-,89.5 %,104.3 %,-,-,-,-,보험기간(1년 이하),순수보장,비갱신형,비유니버셜,CM,2024-04-01,"1. 가입연령 : 20세 ~ 70세 2. 보험기간 및 납입기간 : 1년 만기 및 일시납 3. 보험가입금액 : 1,000만원 4. 보험가격지수 예시 기준 : 1년만기, 일시납, 가입금액 1,000만원, 40세 5. 보험료 예시 기준 : 가입금액 1,000만원, 40세 남/여, 1년만기, 일시납",1588-9600,file_15.xls,,,,
메트라이프생명,무배당 뼈 미니 재해골절보험,주계약,재해골절진단보험금 + 재해골절진단보험금 + 재해골절진단보험금,"보험기간 중 재해로 인하여 골절 (치아파절 제외) 로 진단 확정 되었을 때 (다만, 동일한 재해로 2 가지 이상의 골절(복합골절)시 1 회만 지급함)",재해골절 발생 1 회당 10 만원 (보험가입금액의 1 %),"1,000만원","11,100 원","7,800 원",2.30 %,-,-,102.8 %,109.8 %,-,-,-,-,보험기간(1년 이하),순수보장,비갱신형,비유니버셜,CM,2025-04-01,"1. 가입연령 : 20세 ~ 70세 2. 보험기간 및 납입기간 : 1년 만기 및 일시납 3. 보험가입금액 : 1,000만원 4. 보험가격지수 예시 기준 : 1년만기, 일시납, 가입금액 1,000만원, 40세 5. 보험료 예시 기준 : 가입금액 1,000만원, 40세 남/여, 1년만기, 일시납",1588-9600,file_15.xls,,,,
메트라이프생명,무배당 뼈대있는깁스보험,주계약,깁스치료비 + 깁스치료비 + 깁스치료비,피보험자가 보험기간 중 재해 또는 질병으로 깁스치료를 받았을 때,1만원 (발생 1회당),1만원,"2,310 원","2,310 원",2.30 %,-,-,136.3 %,126.1 %,-,-,-,-,보험기간(1년 이하),순수보장,비갱신형,비유니버셜,CM,2025-04-01,"1. 가입연령 : 20세 ~ 70세 2. 보험기간 및 납입기간 : 1년 만기 및 일시납 3. 보험가입금액 : 1만원 4. 보험가격지수 예시 기준 : 1년만기, 일시납, 가입금액 1만원, 40세 5. 보험료 예시 기준 : 가입금액 1만원, 40세 남/여, 1년만기, 일시납",1588-9600,file_15.xls,,,,
KB라이프생명,KB 지켜주는 교통안심보험 무배당,주계약,교통재해사망보험금 + 교통재해사망보험금 + 교통재해사망보험금,피보험자가 보험기간 중 “교통사고”로 인하여 사망하였 을 때,"1,000만원","1,000만원","18,330 원","7,380 원",2.70 %,-,-,115.9 %,106.9 %,-,-,-,-,보험기간(1년 초과),순수보장,비갱신형,비유니버셜,CM,2025-09-01,"1. 가입나이 : 만19세 ~ 64세 2. 보험기간 : 1년만기, 3년만기 3. 납입기간 : 일시납 5. 보험료 기준 : 40세, 3년만기, 일시납, 가입금액 1,000만원 6. 보험가격지수 기준 : 40세, 3년만기, 일시납, 가입금액 1,000만원",1588-3374,file_15.xls,,,,
KB라이프생명,KB 지켜주는 대중교통안심보험 무배당,주계약,대중교통재해사망보험금 + 대중교통재해사망보험금 + 대중교통재해사망보험금,피보험자가 보험기간 중 “대중교통 이용 중 교통사고”로 인하여 사망하였을 때,"5,000만원","5,000만원","3,600 원","1,500 원",2.70 %,-,-,118.0 %,118.2 %,-,-,-,-,보험기간(1년 초과),순수보장,비갱신형,비유니버셜,CM,2025-09-01,"1. 가입나이 : 만19세 ~ 64세 2. 보험기간 : 1년만기, 3년만기 3. 납입기간 : 일시납 5. 보험료 기준 : 40세, 3년만기, 일시납, 가입금액 5,000만원 6. 보험가격지수 기준 : 40세, 3년만기, 일시납, 가입금액 5,000만원",1588-3374,file_15.xls,,,,
KB라이프생명,KB 내맘대로Pick! e-건강보험 무배당(갱신형)(일반심사형),주계약,재해사망 보험금 + 재해사망 보험금 + 재해사망 보험금,피보험자가 보험기간 중 발생한 재해로 인하여 사망하 였을 때,"3,000만원","3,000만원","2,307 원",768 원,2.50 %,-,-,113.9 %,131.4 %,-,-,-,-,보험기간(1년 초과),순수보장,갱신형,비유니버셜,기타,2025-04-01,"1. 가입나이: 만19세 ~ 64세 2. 보험기간: 최초계약 10년/20년/30년만기, 갱신계약 1~10년만기 3. 납입기간 : 최초계약 전기납, 갱신계약 전기납 ※ 최종 갱신계약의 보험기간 만료일은 피보험자의 100세 계약해당일 ※ 최종 갱신계약의 보험기간 만료일이 10년 미만일 경우에는 갱신일로부터 최종 갱신계약의 보험기간 만료일까지를 보험기간으로 합니다. 4. 보험료(주계약) 기준 : 40세, 20년만기, 전기납, 월납, 가입금액 : 3,000만원 5. 보험료(특약) 기준 : 40세, 20년만기, 20년납, 월납, 특약가입금액 1,000만원 6. 보험가격지수 기준 : 40세, 20년만기, 전기납, 월납, 가입금액 3,000만원",1588-3374,file_15.xls,,,,
라이나생명,(무)골라담는건강보험(갱신형)_2형,주계약,재해사망보험금 + 재해사망보험금 + 재해사망보험금,피보험자가 보험기간 중 재해로 인 하여 사망하였을 경우,"3,000만원","3,000만원","3,240 원",990 원,2.25 %,-,-,153.4 %,162.5 %,-,-,-,-,보험기간(1년 초과),순수보장,갱신형,비유니버셜,대면채널 TM,2026-01-01,"1. 가입나이 : 최초계약 기준 만 15세~60세 2. 보험기간 : 10년만기, 20년만기 ※최종 갱신계약의 보험기간 만료일은 피보험자의 100세 계약해당일 3. 납입기간 : 전기납 4. 보험료 및 보험가격지수 작성기준 : 최초계약, 40세, 20년만기, 전기납, 월납, 가입금액 3,000만원",1588-0058,file_15.xls,,,,
라이나생명,(무)골라담는건강보험(갱신형)_1형,주계약,재해장해 급여금 + 재해장해 급여금 + 재해장해 급여금,피보험자가 보험기간 중 동일한 재해로 장해분류표 에서 정한 장해지급률 중 3% 이상 100%이하에 해당 하는 장해상태가 되었을 때,"3,000만원 × 해당 장해지급률","3,000만원","4,140 원","3,150 원",2.25 %,-,-,133.6 %,147.8 %,-,-,-,-,보험기간(1년 초과),순수보장,갱신형,비유니버셜,대면채널 TM,2026-01-01,"1. 가입나이 : 최초계약 기준 만 15세~60세 2. 보험기간 : 10년만기, 20년만기 ※최종 갱신계약의 보험기간 만료일은 피보험자의 100세 계약해당일 3. 납입기간 : 전기납 4. 보험료 및 보험가격지수 작성기준 : 최초계약, 40세, 20년만기, 전기납, 월납, 가입금액 3,000만원",1588-0058,file_15.xls,,,,
NH농협생명,ESG쏘옥NHe대중교통보험(무배당),주계약,대중교통재해 사망보험금 + 대중교통재해 사망보험금 + 대중교통재해 사망보험금,"피보험자가 보험기간 중‘대중교통 이용 중 교통사고’가 발생하고, 보험기간 중 그 ‘대중교통 이용 중 교통사고’를 직접적인 원인으로 사망한 경우","2,000만원","1,000만원","3,510 원",720 원,2.50 %,-,-,224.4 %,223.6 %,-,-,-,-,보험기간(1년 이하),순수보장,비갱신형,비유니버셜,CM,2026-01-01,"""1. 가입나이 : 만19세 ~ 60세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년 4. 판매채널 : CM 5. 위 보험료 및 보험가격지수 예시는 주계약 , 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다.""",1544-4000,file_15.xls,,,,
NH농협생명,심플한NH재해보험(무배당),주계약,재해사망보험금 + 재해사망보험금 + 재해사망보험금,피보험자가 보험기간 중 재해로 사망한 경우,"5,000만원","1,000만원","11,400 원","7,020 원",2.50 %,-,-,233.5 %,288.1 %,-,-,-,-,보험기간(1년 초과),순수보장,비갱신형,비유니버셜,방카슈랑스,2025-08-04,"1. 가입나이 : 만15세 이상 ~ 80세 2. 가입한도 : 1,000만원 3. 보험기간 : 3년 4. 판매채널 : 방카슈랑스 5. 위 보험료 및 보험가격지수 예시는 주계약 가입금액 1,000만원, 가입연령 40세 기준, 3년 만기, 3년납, 월납 기준입니다.",1544-4000,file_15.xls,,,,
NH농협생명,NH모두안심재해보험(무배당),주계약,재해사망보험금 + 재해사망보험금 + 재해사망보험금,피보험자가 보험기간 중 재해로 사망한 경우,"3,000만원","3,000만원 원","4,590 원","2,052 원",2.50 %,-,-,319.5 %,481.2 %,-,-,-,-,보험기간(1년 초과),순수보장,비갱신형,비유니버셜,방카슈랑스,2025-08-04,"1. 가입나이 : 만15세 이상 ~ 87세 2. 가입한도 : 10,000만원 (66세 이상은 최대 5,000만원) 3. 보험기간 : 3년 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 및 보험가격지수 예시는 주계약 가입금액 3,000만원, 가입연령 40세 기준, 3년 만기, 3년납, 월납 기준입니다. 6. 위 특약보험료 예시는 가입금액 1,000만원, 가입연령 40세 기준, 3년 만기, 3년납, 월납 기준입니다. 7. 공시된 보험료와 상품요약서 상 보험료의 예시 기준이 다름에 따라 보험료가 다를 수 있습니다.",1544-4000,file_15.xls,,,,
NH농협생명,효도쏘옥NHe부모님안심보험(무배당),주계약,재해골절 치료급여금 + 재해골절 치료급여금 + 재해골절 치료급여금,피보험자가 보험기간 중 재해를 직접적인 원인으로 재해골절(치아파절 제외)이 발생하였을 때,20만원 (재해골절발생 1회당),"1,000만원","28,500 원","27,000 원",2.50 %,-,-,84.3 %,78.2 %,-,-,-,-,보험기간(1년 이하),순수보장,비갱신형,비유니버셜,CM,2025-06-09,"1. 가입나이 : 만19세 이상 2. 가입한도 : 1,000만원 3. 보험기간 : 1년 4. 판매채널 : CM 5. 위 보험료 및 보험가격지수 예시는 주계약 가입금액 1,000만원, 가입연령 40세 기준, 1년 만기, 1년납, 연납 기준입니다.",1544-4000,file_15.xls,,,,
NH농협생명,효밍아웃NH부모님안전보험(무배당)_2404,주계약,재해골절 치료급여금 + 재해골절 치료급여금 + 재해골절 치료급여금,피보험자가 보험기간 중 재해를 직접적인 원인으로 재해골절(치아파절 제외)이 발생하였을 때,20만원 (재해골절발생 1회당),"1,000만원","28,500 원","27,000 원",2.50 %,-,-,84.3 %,78.2 %,-,-,-,-,보험기간(1년 이하),순수보장,비갱신형,비유니버셜,방카슈랑스,2025-06-09,"1. 가입나이 : 만19세 이상 2. 가입한도 : 1,000만원 3. 보험기간 : 1년 4. 판매채널 : 방카슈랑스 5. 위 보험료 및 보험가격지수 예시는 주계약 가입금액 1,000만원, 가입연령 40세 기준, 1년 만기, 1년납, 연납 기준입니다.",1544-4000,file_15.xls,,,,
NH농협생명,생활쏘옥NHe미니보장보험(무배당),주계약,"뺑소니, 무보험차 교통사고 사망보험금 + 뺑소니, 무보험차 교통사고 사망보험금 + 뺑소니, 무보험차 교통사고 사망보험금","피보험자가 보험기간 중 ‘뺑소니, 무보험 자동차에 의한 교통사고’가 발생하고, 보험기간 중 그 ‘뺑소니, 무보험 자동차에 의한 교통사고’를 직접적인 원인으로 사망한 경우","2,000만원","1,000만원","14,700 원","13,800 원",2.50 %,-,-,87.0 %,82.4 %,-,-,-,-,보험기간(1년 이하),순수보장,비갱신형,비유니버셜,방카슈랑스 CM,2026-01-01,"""1. 가입나이 : 만19세 ~ 70세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년 4. 판매채널 : CM, 방카슈랑스 5. 위 보험료 및 보험가격지수 예시는 2종(표준형) , 40세, 1년만기, 1년납, 연납, 가입금액 1,000만원기준입니다. 6. 방카슈랑스 채널에서는 2종(표준형)만 판매합니다.""",1544-4000,file_15.xls,,,,
NH농협생명,농작업근로자NH안전보험(무배당),주계약,유족급여금 + 유족급여금 + 유족급여금,피보험자가 보험기간 중에 농업작업안전재해 또는 농업작업안전질병으로 사망하였을 때,"1,000만원","1,000만원","90,900 원","90,900 원",2.25 %,-,-,91.4 %,84.5 %,-,-,-,-,보험기간(1년 이하),순수보장,비갱신형,비유니버셜,방카슈랑스,2026-01-01,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1종(일반형)의 경우 1일~89일(일단위), 2종(외국인계절근로자(E-8)형)의 경우 3개월~8개월(월단위) 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 예시는 주계약 1종(일반형), 기본형, 40세, 89일만기, 일시납, 주계약 가입금액 1,000만원기준입니다. 6. 위 보험가격지수 예시는 주계약 1종(일반형), 기본형, 40세, 1년만기, 일시납, 주계약 가입금액 1,000만원기준입니다.",1544-4000,file_15.xls,,,,
NH농협생명,온라인농업인NH안전보험(무배당),주계약,유족급여금 + 유족급여금 + 유족급여금,피보험자가 보험기간 중에 농업작업안전재해 또는 농업작업안전질병으로 사망하였을 때,"6,000만원","1,000만원","291,900 원","291,900 원",2.25 %,-,-,75.3 %,69.6 %,-,-,-,-,보험기간(1년 이하),순수보장,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 만19세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : CM 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 온라인농업인NH안전보험은 일반1형 및 산재형만 가입가능하며, 특약은 부가할 수 없습니다.",1544-4000,file_15.xls,,,,
NH농협생명,농업인NH안전보험(무배당),주계약,유족급여금 + 유족급여금 + 유족급여금,피보험자가 보험기간 중에 농업작업안전재해 또는 농업작업안전질병으로 사망하였을 때,"6,000만원","1,000만원","291,900 원","291,900 원",2.25 %,-,-,75.3 %,69.6 %,-,-,-,-,보험기간(1년 이하),순수보장,비갱신형,비유니버셜,방카슈랑스,2026-01-01,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반1형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 위 특약보험료 예시는 40세, 1년만기, 연납 기준이며, 농업인재해골절특약(무), 농업인깁스치료특약(무)의 경우 가입금액 10만원, 농업인장제비지원특약(무)의 경우 가입금액 100만원, 농업인재해사망특약(무)의 경우 가입금액 1,000만원 기준입니다.",1544-4000,file_15.xls,,,,
교보라이프플래닛생명,(무)교보라플 맞춤건강종합보험(갱신형),주계약,재해사망보험금 + 재해사망보험금 + 재해사망보험금,피보험자가 보험기간 중 ‘재해분류표’에서 정한 재해로 사망하였을 경우,보험가입금액의 100%,1억원,"6,390 원","1,950 원",2.25 %,-,-,119.4 %,128.1 %,-,-,-,-,보험기간(1년 초과),순수보장,갱신형,비유니버셜,CM,2026-04-01,"1. 가입나이 : 만 19세 ~ 60세 2. 보험기간 : 10년만기 갱신형(최대100세) 3. 보험료 예시 기준 : 주계약, 보험가입금액 10,000만원, 40세, 10년만기, 10년납, 월납 4. 보험료 납입기간 : 전기납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최저 10,000만원 ~ 최고 50,000만원 7. 보험가격지수 : 보험가입금액 10,000만원, 40세, 10년만기, 10년납, 월납",1566-0999,file_15.xls,,,,
라이나생명,(무)THE건강한보철치료보험(갱신형),주계약,가철성의치(틀니) 치료보험금 + 가철성의치(틀니) 치료보험금 + 가철성의치(틀니) 치료보험금,"피보험자가 보험기간 중 치아우식증 (충치), 치주질환(잇몸질환) 또는 재해 를 직접적인 원인으로 보철치료보장개 시일 이후에 최초로 영구치 발거를 진 단확정받고 해당 영구치를 발거한 부 위에 가철성의치(틀니) 치료를 받았을 때 (보철물당 지급하며, 연간 1회를 한도 로 함)","100만원 (다만, 보철치료보장개시일 이 후 “보험계약일부터 2년이 지 난 보험계약해당일 전일” 이 전에 치아우식증(충치) 또는 치주질환(잇몸질환)을 원인으 로 영구치를 발거한 경우 상 기 금액의 50%를 지급함)","1,000만원","82,200 원","51,600 원",2.25 %,-,-,97.3 %,97.0 %,-,-,-,-,순수보장,갱신형,비유니버셜,TM,2026-01-01,"1. 가입나이 : 5년만기(5세~75세) , 10년만기(0세~70세) 2. 보험기간 : 5년만기, 10년만기 3. 납입기간 : 전기납 4. 보험료 작성기준 : 보험가입금액 1,000만원, 40세, 10년만기, 전기월납 5. 보험가격지수 작성기준 : 보험가입금액 1,000만원, 남자, 40세, 10년만기, 전기월납",15880058,주계약,file_17.xls,,,,
교보생명,교보e독서안심보험 (무배당),주계약,시각질환 수술보험금 + 시각질환 수술보험금 + 시각질환 수술보험금,"피보험자가 보험기간 중 “시각질환”으로 진단이 확정되고 그 “시각질환”의 직접적인 치료를 목적으로 “수술”을 받았을 경우(다만, 연간 1회에 한함)",수술 1회당 10만원,"1,000만원","3,870 원","2,820 원",2.00 %,-,-,89.8 %,86.6 %,-,-,-,-,순수보장,비갱신형,비유니버셜,CM,2026-01-01,"■필수기재사항 1. 가입나이 : 20 ~ 60세 2. 보험기간 : 1년 3. 납입기간 : 일시납 ■선택기재사항 1. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 1년만기, 일시납",1588-1001,주계약,file_19.xls,,,,
메트라이프생명,무배당 e수술보장 대출상환 신용보험II(3형),주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 사망하였을 때,"10,000만원","10,000만원","180,000 원","135,000 원",2.30 %,-,-,169.5 %,211.9 %,-,-,-,-,순수보장,비갱신형,비유니버셜,방카슈랑스,2024-04-01,"1. 가입연령 : 31~70세(보험기간 및 납입기간에 따라 상이) 2. 보험기간 및 납입기간 보험기간 : 10년, 15년, 20년, 25년, 30년 납입기간 : 전기납 3. 보험가입금액 : 10,000만원 4. 보험가격지수 예시기준 : 가입금액 10,000만원, 20년만기, 20년납, 월납, 40세 5. 보험료 예시 기준 : 주계약가입금액 10,000만원, 40세 남,여, 30년만기, 30년납, 월납 6. 기타사항 본 상품은 금융기관으로부터 대출을 받은 피보험자가 보험기간 중 약관에서 정하는 보험금 지급사유 중 사망보험금이 발생한 경우 금융기관에 보험금을 지급하여 피보험자의 대출금 상환을 지원하는 보장 상품이며 수술보험금이 발생한 경우 보험수익자로 지정한 피보험자에게 지급합니다",1588-9600,주계약,file_19.xls,,,,
메트라이프생명,무배당 e수술보장 대출상환 신용보험II(2형),주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 사망하였을 때,"5,000만원","5,000만원","108,000 원","82,500 원",2.30 %,-,-,143.7 %,180.3 %,-,-,-,-,순수보장,비갱신형,비유니버셜,방카슈랑스,2024-04-01,"1. 가입연령 : 28~70세(보험기간 및 납입기간에 따라 상이) 2. 보험기간 및 납입기간 보험기간 : 10년, 15년, 20년, 25년, 30년 납입기간 : 전기납 3. 보험가입금액 : 5,000만원 4. 보험가격지수 예시기준 : 가입금액 10,000만원, 20년만기, 20년납, 월납, 40세 5. 보험료 예시 기준 : 주계약가입금액 5,000만원, 40세 남,여, 30년만기, 30년납, 월납 6. 기타사항 본 상품은 금융기관으로부터 대출을 받은 피보험자가 보험기간 중 약관에서 정하는 보험금 지급사유 중 사망보험금이 발생한 경우 금융기관에 보험금을 지급하여 피보험자의 대출금 상환을 지원하는 보장 상품이며 수술보험금이 발생한 경우 보험수익자로 지정한 피보험자에게 지급합니다",1588-9600,주계약,file_19.xls,,,,
메트라이프생명,무배당 e수술보장 대출상환 신용보험II(1형),주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 사망하였을 때,"3,000만원","3,000만원","80,100 원","61,200 원",2.30 %,-,-,131.5 %,154.9 %,-,-,-,-,순수보장,비갱신형,비유니버셜,방카슈랑스,2024-04-01,"1. 가입연령 : 24~70세(보험기간 및 납입기간에 따라 상이) 2. 보험기간 및 납입기간 보험기간 : 10년, 15년, 20년, 25년, 30년 납입기간 : 전기납 3. 보험가입금액 : 3,000만원 4. 보험가격지수 예시기준 : 가입금액 10,000만원, 20년만기, 20년납, 월납, 40세 5. 보험료 예시 기준 : 주계약가입금액 3,000만원, 40세 남,여, 30년만기, 30년납, 월납 6. 기타사항 본 상품은 금융기관으로부터 대출을 받은 피보험자가 보험기간 중 약관에서 정하는 보험금 지급사유 중 사망보험금이 발생한 경우 금융기관에 보험금을 지급하여 피보험자의 대출금 상환을 지원하는 보장 상품이며 수술보험금이 발생한 경우 보험수익자로 지정한 피보험자에게 지급합니다",1588-9600,주계약,file_19.xls,,,,
신한라이프생명,신한SOL다치면속상해보험 mini(무배당),주계약,재해수술급여금 + 재해수술급여금 + 재해수술급여금,보험기간 중 피보험자가 재해로 인한 그 직접적인 치료를 목적으로 보험기간 중 수술을 받았을 때(수 술 1회당),【수술 1회당】 10 만원,"1,000 만원 원","37,800 원","25,950 원",2.10 %,-,-,129.0 %,118.6 %,-,-,-,-,순수보장,비갱신형,비유니버셜,대면채널 CM,2026-01-01,"1. 보험기간 : 1년/3년 2. 보험형태 : 순수보장형 3. 가입나이 : 15세~70세(디지털채널:19세~ 60세) 4. 1년,3년만기/일시납 으로 운영 5. 보험료 및 보험가격지수 예시 기준 : 가입금액 1,000만원, 1년만기, 일시납, 40세",1588-5580,주계약,file_19.xls,,,,
하나생명,(무)신용보험,주계약,사망보험금 + 사망보험금 + 사망보험금,피보험자가 보험기간 중 사망하였을 경우,"1,000만원",100 만원,"74,190 원","46,110 원",2.25 %,-,-,75.4 %,69.8 %,-,-,-,-,순수보장,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 남자 - 만 19세 ~ 70세 / 여자 - 만 19세 ~ 70세 2. 보험기간 : 1년,2년,3년, 1일~1년(재해형, 단일보험료형에 한함) 3. 상품유형 : 기본형, 재해형(일반형), 재해형(단일보험료형) 4. 납입기간 : 일시납 6. 납입주기 : 일시납 7. 보험료 예시기준(주계약) : 기본형, 사망·고도장해보장형, 40세, 3년만기, 일시납, 보험가입금액 100만원 8. 보험가격지수 예시기준 : 기본형, 사망·고도장해보장형, 40세, 3년만기, 일시납, 보험가입금액 100만원",1577-1112,주계약,file_19.xls,,,,
